Rang,Modell,Entwickler,Score,Level
779,DeepSeek R1-Distill Llama 8B Instruct Code v1 NL,DeepSeek,509988818769.0,High
780,DeepSeek R1-Distill Llama 70B Instruct Code v1 NL,DeepSeek,509988803508.0,High
781,DeepSeek Janus Pro 7B Instruct Code v1 NL,DeepSeek,509988788247.0,High
782,Codex 12B (code-davinci-002) Instruct Code v1 NL,OpenAI,509988772986.0,High
783,code-davinci-002 Instruct Code v1 NL,OpenAI,509988757725.0,High
784,code-cushman-001 Instruct Code v1 NL,OpenAI,509988747464.0,High
785,GPT-3.5 Turbo 0301 Instruct Code v1 NL,OpenAI,509988732203.0,High
786,GPT-3.5 Turbo 0613 Instruct Code v1 NL,OpenAI,509988716942.0,High
787,GPT-3.5 Turbo 1106 Instruct Code v1 NL,OpenAI,509988701681.0,High
788,GPT-3.5 Turbo 0125 Instruct Code v1 PL,OpenAI,509988686420.0,High
789,GPT-4 0314 Instruct Code v1 PL,OpenAI,509988671159.0,High
790,GPT-4 0613 Instruct Code v1 PL,OpenAI,509988660898.0,High
791,GPT-4 1106-preview Instruct Code v1 PL,OpenAI,509988645637.0,High
792,GPT-4 Turbo 0125 Instruct Code v1 PL,OpenAI,509988630376.0,High
793,GPT-4 Turbo 0409 Instruct Code v1 PL,OpenAI,509988615115.0,High
794,GPT-4o 2024-05-13 Instruct Code v1 PL,OpenAI,509988599854.0,High
795,GPT-4o 2024-08-06 Instruct Code v1 PL,OpenAI,509988584593.0,High
796,GPT-4o 2024-11-20 Instruct Code v1 PL,OpenAI,509988569332.0,High
797,GPT-4o mini 2024-07-18 Instruct Code v1 PL,OpenAI,509988559071.0,High
798,GPT-4.1 mini Instruct Code v1 PL,OpenAI,509988543810.0,High
799,GPT-4.1 nano Instruct Code v1 PL,OpenAI,509988528549.0,High
800,o1-mini Instruct Code v1 PL,OpenAI,509988513288.0,High
801,o1-preview Instruct Code v1 TR,OpenAI,509988498027.0,High
802,o1 Instruct Code v1 TR,OpenAI,509988482766.0,High
803,o3-mini Instruct Code v1 TR,OpenAI,509988467505.0,High
804,o3-mini-high Instruct Code v1 TR,OpenAI,509988457244.0,High
805,o4-mini Instruct Code v1 TR,OpenAI,509988441983.0,High
806,GPT-4.5 Orion Instruct Code v1 TR,OpenAI,509988426722.0,High
807,GPT-5 nano Instruct Code v1 TR,OpenAI,509988411461.0,High
808,GPT-5 Codex mini Instruct Code v1 TR,OpenAI,509988396200.0,High
809,GPT-5.1 Instruct Code v1 TR,OpenAI,509988380939.0,High
810,GPT-5.1 Codex Instruct Code v1 TR,OpenAI,509988370678.0,High
811,GPT-5.1 Codex Max Instruct Code v1 TR,OpenAI,509988355417.0,High
812,GPT-5.2 Instruct Code v1 TR,OpenAI,509988340156.0,High
813,GPT-5.3 Instruct Code v1 TR,OpenAI,509988324895.0,High
814,GPT-5.4 Instruct Code v1 KO,OpenAI,509988309634.0,High
815,Codex CLI 2025 Instruct Code v1 KO,OpenAI,509988294373.0,High
816,Codex mini Instruct Code v1 KO,OpenAI,509988279112.0,High
817,Claude Instant 1.2 Instruct Code v1 KO,Anthropic,509988268851.0,High
818,Claude 1 Instruct Code v1 KO,Anthropic,509988253590.0,High
819,Claude 2.0 Instruct Code v1 KO,Anthropic,509988238329.0,High
820,Claude 2.1 Instruct Code v1 KO,Anthropic,509988223068.0,High
821,Claude 3 Haiku Instruct Code v1 KO,Anthropic,509988207807.0,High
822,Claude 3 Sonnet Instruct Code v1 KO,Anthropic,509988192546.0,High
823,Claude 3 Opus Instruct Code v1 KO,Anthropic,509988182285.0,High
824,Claude 3.5 Sonnet 2024-06-20 Instruct Code v1 KO,Anthropic,509988167024.0,High
825,Claude 3.5 Sonnet 2024-10-22 Instruct Code v1 KO,Anthropic,509988151763.0,High
826,Claude 3.5 Haiku Instruct Code v1 KO,Anthropic,509988136502.0,High
827,Claude 3.7 Sonnet Instruct Code v1 SV,Anthropic,509988121241.0,High
828,Claude 4 Sonnet Instruct Code v1 SV,Anthropic,509988105980.0,High
829,Claude 4 Opus Instruct Code v1 SV,Anthropic,509988090719.0,High
830,Claude 4.1 Opus Instruct Code v1 SV,Anthropic,509988080458.0,High
831,Claude 4.1 Sonnet Instruct Code v1 SV,Anthropic,509988065197.0,High
832,Claude Haiku 3.5 Instruct Code v1 SV,Anthropic,509988049936.0,High
833,Claude Sonnet 4.6 Instruct Code v1 SV,Anthropic,509988034675.0,High
834,Claude Haiku 4 Instruct Code v1 SV,Anthropic,509988019414.0,High
835,Claude Agent SDK Sonnet Instruct Code v1 SV,Anthropic,509988004153.0,High
836,Grok-1 Instruct Code v1 SV,xAI,509987993892.0,High
837,Grok-1.5 Instruct Code v1 SV,xAI,509987978631.0,High
838,Grok-1.5V Instruct Code v1 SV,xAI,509987963370.0,High
839,Grok-2 Instruct Code v1 SV,xAI,509987948109.0,High
840,Grok-2 mini Instruct Code v1 NO,xAI,509987932848.0,High
841,Grok-3 Instruct Code v1 NO,xAI,509987917587.0,High
842,Grok-3 mini Instruct Code v1 NO,xAI,509987902326.0,High
843,Grok-4 Instruct Code v1 NO,xAI,509987892065.0,High
844,Grok-4 Heavy Instruct Code v1 NO,xAI,509987876804.0,High
845,Grok-4.1 Instruct Code v1 NO,xAI,509987861543.0,High
846,Grok Code Fast Instruct Code v1 NO,xAI,509987846282.0,High
847,Grok Build 0.1 Instruct Code v1 NO,xAI,509987831021.0,High
848,"Aurora (Grok image, code-adjacent) Instruct Code v1 NO",xAI,509987815760.0,High
849,GLM-4 Instruct Code v1 NO,China-Labs,509987805499.0,High
850,GLM-4 Air Instruct Code v1 NO,China-Labs,509987790238.0,High
851,GLM-4 Flash Instruct Code v1 NO,China-Labs,509987774977.0,High
852,GLM-4 Plus Instruct Code v1 NO,China-Labs,509987759716.0,High
853,GLM-4.5 Instruct Code v1 DA,China-Labs,509987744455.0,High
854,GLM-4.5 Air Instruct Code v1 DA,China-Labs,509987729194.0,High
855,GLM-4.6 Instruct Code v1 DA,China-Labs,509987713933.0,High
856,GLM-5 Instruct Code v1 DA,China-Labs,509987703672.0,High
857,GLM-5.2 Instruct Code v1 DA,China-Labs,509987688411.0,High
858,GLM Coding Plan Instruct Code v1 DA,China-Labs,509987673150.0,High
859,CodeGeeX 6B Instruct Code v1 DA,China-Labs,509987657889.0,High
860,CodeGeeX2 6B Instruct Code v1 DA,China-Labs,509987642628.0,High
861,CodeGeeX4 9B Instruct Code v1 DA,China-Labs,509987627367.0,High
862,Kimi K1.5 Instruct Code v1 DA,China-Labs,509987612106.0,High
863,Kimi K2 1T Instruct Code v1 DA,China-Labs,509987601845.0,High
864,Kimi K2 0905 Instruct Code v1 DA,China-Labs,509987586584.0,High
865,Kimi K2 Thinking Instruct Code v1 DA,China-Labs,509987571323.0,High
866,Kimi K2.5 Instruct Code v1 FI,China-Labs,509987556062.0,High
867,MiniMax M1 Instruct Code v1 FI,China-Labs,509987540801.0,High
868,MiniMax M2 Instruct Code v1 FI,China-Labs,509987525540.0,High
869,MiniMax M2.1 Instruct Code v1 FI,China-Labs,509987515279.0,High
870,MiniMax Text-01 Instruct Code v1 FI,China-Labs,509987500018.0,High
871,MiniMax 01 Instruct Code v1 FI,China-Labs,509987484757.0,High
872,Nemotron 4 15B Instruct Code v1 FI,NVIDIA,509987469496.0,High
873,Nemotron 4 340B Instruct Code v1 FI,NVIDIA,509987454235.0,High
874,Nemotron 70B Instruct Code v1 FI,NVIDIA,509987438974.0,High
875,Nemotron Super 49B Instruct Code v1 FI,NVIDIA,509987423713.0,High
876,Nemotron Nano 8B Instruct Code v1 FI,NVIDIA,509987413452.0,High
877,Nemotron Ultra 253B Instruct Code v1 FI,NVIDIA,509987398191.0,High
878,Nemotron 3 Nano 30B Instruct Code v1 FI,NVIDIA,509987382930.0,High
879,Nemotron 3 Super 49B Instruct Code v1 CS,NVIDIA,509987367669.0,High
880,Nemotron 3 Ultra 253B Instruct Code v1 CS,NVIDIA,509987352408.0,High
881,Nemotron 4 Mini Hindi 4B Instruct Code v1 CS,NVIDIA,509987337147.0,High
882,CodeGemma-NV Instruct Code v1 CS,NVIDIA,509987326886.0,High
883,NVLM 72B Instruct Code v1 CS,NVIDIA,509987311625.0,High
884,StarCoder2 15B-NV Instruct Code v1 CS,NVIDIA,509987296364.0,High
885,Llama 3.1 Nemotron 8B Instruct Code v1 CS,NVIDIA,509987281103.0,High
886,Llama 3.1 Nemotron 70B Instruct Code v1 CS,NVIDIA,509987265842.0,High
887,Llama 3.1 Nemotron Ultra 253B Instruct Code v1 CS,NVIDIA,509987250581.0,High
888,Nemotron-CC Instruct Code v1 CS,NVIDIA,509987235320.0,High
889,Nemotron-PAR Instruct Code v1 CS,NVIDIA,509987225059.0,High
890,Granite 3B Code Instruct Code v1 CS,IBM,509987209798.0,High
891,Granite 8B Code Instruct Code v1 CS,IBM,509987194537.0,High
892,Granite 20B Code Instruct Code v1 EL,IBM,509987179276.0,High
893,Granite 34B Code Instruct Code v1 EL,IBM,509987164015.0,High
894,Granite 3.0 2B Instruct Code v1 EL,IBM,509987148754.0,High
895,Granite 3.0 8B Instruct Code v1 EL,IBM,509987138493.0,High
896,Granite 3.1 2B Instruct Code v1 EL,IBM,509987123232.0,High
897,Granite 3.1 8B Instruct Code v1 EL,IBM,509987107971.0,High
898,Granite 3.2 2B Instruct Code v1 EL,IBM,509987092710.0,High
899,Granite 3.2 8B Instruct Code v1 EL,IBM,509987077449.0,High
900,Granite 3.3 2B Instruct Code v1 EL,IBM,509987062188.0,High
901,Granite 4.0 Micro Instruct Code v1 EL,IBM,509987046927.0,High
902,Granite 4.0 Small Instruct Code v1 EL,IBM,509987036666.0,High
903,Granite Guardian 3.1 2B Instruct Code v1 EL,IBM,509987021405.0,High
904,Granite Guardian 3.1 8B Instruct Code v1 EL,IBM,509987006144.0,High
905,Command Instruct Code v1 HE,Cohere,509986990883.0,High
906,Command Light Instruct Code v1 HE,Cohere,509986975622.0,High
907,Command R Instruct Code v1 HE,Cohere,509986960361.0,High
908,Command R 08-2024 Instruct Code v1 HE,Cohere,509986945100.0,High
909,Command R+ Instruct Code v1 HE,Cohere,509986934839.0,High
910,Command R+ 08-2024 Instruct Code v1 HE,Cohere,509986919578.0,High
911,Command A Instruct Code v1 HE,Cohere,509986904317.0,High
912,Command A Vision Instruct Code v1 HE,Cohere,509986889056.0,High
913,Command A Translate Instruct Code v1 HE,Cohere,509986873795.0,High
914,Command A Reasoning Instruct Code v1 HE,Cohere,509986858534.0,High
915,Cohere Embed-era Code Instruct Code v1 HE,Cohere,509986848273.0,High
916,C4AI Command R7B Instruct Code v1 HE,Cohere,509986833012.0,High
917,Command R7B Instruct Code v1 HE,Cohere,509986817751.0,High
918,Falcon 7B Instruct Code v1 TH,Diverse,509986802490.0,High
919,Falcon 40B Instruct Code v1 TH,Diverse,509986787229.0,High
920,Falcon 180B Instruct Code v1 TH,Diverse,509986771968.0,High
921,Falcon 3 1B Instruct Code v1 TH,Diverse,509986756707.0,High
922,Falcon 3 3B Instruct Code v1 TH,Diverse,509986746446.0,High
923,Falcon 3 7B Instruct Code v1 TH,Diverse,509986731185.0,High
924,Falcon 3 10B Instruct Code v1 TH,Diverse,509986715924.0,High
925,MPT 7B Instruct Code v1 TH,Diverse,509986700663.0,High
926,MPT 7B-8k Instruct Code v1 TH,Diverse,509986685402.0,High
927,MPT 30B Instruct Code v1 TH,Diverse,509986670141.0,High
928,MPT Code Clippy Instruct Code v1 TH,Diverse,509986659880.0,High
929,Dolly 3B Instruct Code v1 TH,Diverse,509986644619.0,High
930,Dolly 7B Instruct Code v1 TH,Diverse,509986629358.0,High
931,Dolly 12B Instruct Code v1 VI,Diverse,509986614097.0,High
932,DBRX Instruct Instruct Code v1 VI,Diverse,509986598836.0,High
933,MiMo 7B Instruct Code v1 VI,Diverse,509986583575.0,High
934,Yi 6B Instruct Code v1 VI,Diverse,509986568314.0,High
935,Yi 9B Instruct Code v1 VI,Diverse,509986558053.0,High
936,Yi 34B Instruct Code v1 VI,Diverse,509986542792.0,High
937,Yi Coder 1.5B Instruct Code v1 VI,Diverse,509986527531.0,High
938,Yi Coder 9B Instruct Code v1 VI,Diverse,509986512270.0,High
939,Yi 1.5 6B Instruct Code v1 VI,Diverse,509986497009.0,High
940,Yi 1.5 9B Instruct Code v1 VI,Diverse,509986481748.0,High
941,Yi 1.5 34B Instruct Code v1 VI,Diverse,509986471487.0,High
942,InternLM 7B Instruct Code v1 VI,Diverse,509986456226.0,High
943,InternLM 20B Instruct Code v1 VI,Diverse,509986440965.0,High
944,InternLM2 7B Instruct Code v1 DE,Diverse,509986425704.0,High
945,InternLM2 20B Instruct Code v1 DE,Diverse,509986410443.0,High
946,InternLM2.5 7B Instruct Code v1 DE,Diverse,509986395182.0,High
947,InternLM3 8B Instruct Code v1 DE,Diverse,509986379921.0,High
948,InternLM-XComposer Instruct Code v1 DE,Diverse,509986369660.0,High
949,Baichuan 7B Instruct Code v1 DE,Diverse,509986354399.0,High
950,Baichuan 13B Instruct Code v1 DE,Diverse,509986339138.0,High
951,Baichuan2 7B Instruct Code v1 DE,Diverse,509986323877.0,High
952,Baichuan2 13B Instruct Code v1 DE,Diverse,509986308616.0,High
953,Skywork 8B Instruct Code v1 DE,Diverse,509986293355.0,High
954,Skywork 13B Instruct Code v1 DE,Diverse,509986278094.0,High
955,XVERSE 7B Instruct Code v1 DE,Diverse,509986267833.0,High
956,XVERSE 13B Instruct Code v1 DE,Diverse,509986252572.0,High
957,Aquila 7B Instruct Code v1 EN,Diverse,509986237311.0,High
958,AquilaChat 7B Instruct Code v1 EN,Diverse,509986222050.0,High
959,AquilaCode 7B Instruct Code v1 EN,Diverse,509986206789.0,High
960,DeepSeek-QLoRA-era OpenChat Instruct Code v1 EN,Diverse,509986191528.0,High
961,OpenChat 3.5 7B Instruct Code v1 EN,Diverse,509986181267.0,High
962,Vicuna 7B v1.3 Instruct Code v1 EN,Diverse,509986166006.0,High
963,Vicuna 13B v1.3 Instruct Code v1 EN,Diverse,509986150745.0,High
964,Vicuna 33B Instruct Code v1 EN,Diverse,509986135484.0,High
965,Alpaca 7B Instruct Code v1 EN,Diverse,509986120223.0,High
966,WizardLM-Uncensored Instruct Code v1 EN,Diverse,509986104962.0,High
967,Zephyr 7B Alpha Instruct Code v1 EN,Diverse,509986089701.0,High
968,Zephyr 7B Beta Instruct Code v1 EN,Diverse,509986079440.0,High
969,OpenHermes 2.5 7B Instruct Code v1 EN,Diverse,509986064179.0,High
970,OpenHermes 2.5 13B Instruct Code v1 FR,Diverse,509986048918.0,High
971,Starling 7B Alpha Instruct Code v1 FR,Diverse,509986033657.0,High
972,Starling 7B Beta Instruct Code v1 FR,Diverse,509986018396.0,High
973,SlimOrca Instruct Code v1 FR,Diverse,509986003135.0,High
974,Guanaco 33B Instruct Code v1 FR,Diverse,509985992874.0,High
975,Guanaco 65B Instruct Code v1 FR,Diverse,509985977613.0,High
976,Koala 7B Instruct Code v1 FR,Diverse,509985962352.0,High
977,Koala 13B Instruct Code v1 FR,Diverse,509985947091.0,High
978,Baize 7B Instruct Code v1 FR,Diverse,509985931830.0,High
979,Baize 13B Instruct Code v1 FR,Diverse,509985916569.0,High
980,ChatGLM 6B Instruct Code v1 FR,Diverse,509985901308.0,High
981,ChatGLM2 6B Instruct Code v1 FR,Diverse,509985891047.0,High
982,ChatGLM3 6B Instruct Code v1 FR,Diverse,509985875786.0,High
983,Bloom 560M Instruct Code v1 ES,Diverse,509985860525.0,High
984,Bloom 1.1B Instruct Code v1 ES,Diverse,509985845264.0,High
985,Bloom 1.7B Instruct Code v1 ES,Diverse,509985830003.0,High
986,Bloom 3B Instruct Code v1 ES,Diverse,509985814742.0,High
987,Bloom 7.1B Instruct Code v1 ES,Diverse,509985804481.0,High
988,Bloom 176B Instruct Code v1 ES,Diverse,509985789220.0,High
989,BloomZ 7.1B Instruct Code v1 ES,Diverse,509985773959.0,High
990,OPT 125M Instruct Code v1 ES,Diverse,509985758698.0,High
991,OPT 350M Instruct Code v1 ES,Diverse,509985743437.0,High
992,OPT 1.3B Instruct Code v1 ES,Diverse,509985728176.0,High
993,OPT 2.7B Instruct Code v1 ES,Diverse,509985712915.0,High
994,OPT 6.7B Instruct Code v1 ES,Diverse,509985702654.0,High
995,OPT 13B Instruct Code v1 ES,Diverse,509985687393.0,High
996,OPT 30B Instruct Code v1 ZH,Diverse,509985672132.0,High
997,OPT 66B Instruct Code v1 ZH,Diverse,509985656871.0,High
998,OPT 175B Instruct Code v1 ZH,Diverse,509985641610.0,High
999,Pythia 70M Instruct Code v1 ZH,Diverse,509985626349.0,High
1000,Pythia 160M Instruct Code v1 ZH,Diverse,509985611088.0,High
